"Cancer","Gene","correlation"
"Stomach cancer","TYK2",-0.00316387173343625
"Bile duct cancer","MAT1A",-0.0031640785398945
"Liver cancer","PMAIP1",-0.00316447433883708
"Liver cancer","MYH11",-0.00316453321916184
"Bile duct cancer","PDCD4",-0.00316553063607472
"Colorectal cancer","PIAS3",-0.00316592763647989
"Colorectal cancer","XBP1",-0.00316830426461621
"Colorectal cancer","SERPINB4",-0.00316886323191124
"Colorectal cancer","TFDP3",-0.00316911728113769
"Liver cancer","EYA4",-0.00316943948676204
"Stomach cancer","PECAM1",-0.0031696640947775
"Colorectal cancer","VTN",-0.00316986384362858
"Colorectal cancer","GYPC",-0.00317146366320181
"Liver cancer","INHBA",-0.00317374642585906
"Liver cancer","CADM3",-0.00317374642585906
"Liver cancer","CDC7",-0.00317374642585906
"Colorectal cancer","HOXD9",-0.00317421171677235
"Liver cancer","DACH1",-0.00317497326057882
"Stomach cancer","ACSL4",-0.00317628940712152
"Stomach cancer","CD36",-0.00317635099372655
"Liver cancer","APLP2",-0.00317686829237855
"Colorectal cancer","TGFA",-0.00317711093063399
"Pancreatic Cancer","PDPK1",-0.00317888489404545
"Bile duct cancer","IGFBP7",-0.00317983410611256
"Liver cancer","CTSE",-0.00318053585951115
"Esophageal cancer","SAA1",-0.00318178401800929
"Pancreatic Cancer","SERPINB5",-0.00318194999666101
"Colorectal cancer","DST",-0.00318203990179972
"Colorectal cancer","GRB7",-0.00318203990179972
"Colorectal cancer","MYOG",-0.00318203990179972
"Bile duct cancer","NFKB1",-0.0031822271750463
"Liver cancer","FADD",-0.00318272041924938
"Stomach cancer","NEUROG3",-0.00318275400110596
"Esophageal cancer","CHD1L",-0.00318316991682657
"Liver cancer","UCHL1",-0.0031838189772042
"Liver cancer","P2RX7",-0.00318384249847793
"Liver cancer","GNL3",-0.00318404618851079
"Stomach cancer","RAD51",-0.0031841249872076
"Esophageal cancer","SLCO1B1",-0.00318509891916128
"Liver cancer","PAK4",-0.00318580378943298
"Esophageal cancer","MUC3A",-0.00318598772981824
"Esophageal cancer","CDA",-0.00318633262294041
"Colorectal cancer","KDM5B",-0.00318645343102846
"Stomach cancer","OGFR",-0.0031869610505091
"Liver cancer","USP9X",-0.00318724689143866
"Stomach cancer","S100A4",-0.0031873629687662
"Esophageal cancer","HOTAIR",-0.00318764880842274
"Colorectal cancer","ITGB3",-0.00318810316347838
"Pancreatic Cancer","GLUL",-0.00318857873568395
"Esophageal cancer","VHL",-0.00318912316403184
"Colorectal cancer","FRAT2",-0.00318939091980398
"Colorectal cancer","SLC16A4",-0.00318955667224454
"Liver cancer","TRIM33",-0.00319078654978794
"Colorectal cancer","VANGL2",-0.0031923924386317
"Stomach cancer","DUSP6",-0.00319240508605432
"Liver cancer","NLN",-0.00319265037882121
"Colorectal cancer","GSDMA",-0.0031926707333366
"Colorectal cancer","RPS6KA3",-0.0031926707333366
"Colorectal cancer","SIRT2",-0.00319342821429111
"Liver cancer","RAD51",-0.00319351767527032
"Stomach cancer","STARD13",-0.00319448142232655
"Liver cancer","HSD17B1",-0.0031947646836022
"Bile duct cancer","GRPR",-0.00319531219118546
"Liver cancer","RASSF10",-0.00319543033914874
"Colorectal cancer","PHF10",-0.00319574957842714
"Stomach cancer","NEK2",-0.0031965595639469
"Esophageal cancer","ABCC3",-0.00319695662064468
"Colorectal cancer","KIFC1",-0.00319697572933823
"Colorectal cancer","ST7",-0.0031978192370323
"Colorectal cancer","PTP4A1",-0.00319853591148478
"Stomach cancer","PGF",-0.00319861020102912
"Esophageal cancer","LCK",-0.00319876832574464
"Liver cancer","TFAP4",-0.003199503697408
"Pancreatic Cancer","LEP",-0.00319988388491718
"Pancreatic Cancer","MDK",-0.00320008550589112
"Pancreatic Cancer","ZNRD1",-0.00320048594482022
"Pancreatic Cancer","KIAA1524",-0.00320227392895674
"Esophageal cancer","CKB",-0.00320243757688765
"Liver cancer","SLC15A1",-0.00320250037914486
"Stomach cancer","ST3GAL3",-0.00320415666248952
"Pancreatic Cancer","MACC1",-0.00320546464840237
"Liver cancer","OGFR",-0.00320607941640123
"Esophageal cancer","PTHLH",-0.00320653218821716
"Stomach cancer","NAT1",-0.00320822904276398
"Colorectal cancer","ALDH1A1",-0.00320842654848318
"Esophageal cancer","HSPB1",-0.00320993200707099
"Esophageal cancer","CCL3",-0.00321025868089039
"Colorectal cancer","SLC22A2",-0.00321028705482312
"Colorectal cancer","PPL",-0.00321094102115567
"Colorectal cancer","SPRR2A",-0.00321106050012503
"Pancreatic Cancer","RPTOR",-0.00321174512963897
"Esophageal cancer","RAG2",-0.00321191180075826
"Stomach cancer","SMURF1",-0.00321397361699212
"Esophageal cancer","SULF1",-0.00321446135231905
"Liver cancer","UGT1A10",-0.00321536433675494
"Liver cancer","PTK2",-0.00321537671820714
"Colorectal cancer","SLC23A2",-0.00321541871727219
"Stomach cancer","PBRM1",-0.00321625220347238
"Esophageal cancer","CD151",-0.00321647431142203
"Colorectal cancer","PIM1",-0.00321679451223323
"Colorectal cancer","CD1D",-0.00321779102880804
"Colorectal cancer","HOXA1",-0.00321799759376115
"Liver cancer","CIAPIN1",-0.00321966210222401
"Colorectal cancer","MALT1",-0.00322038050005018
"Colorectal cancer","TNFSF9",-0.00322111528740376
"Liver cancer","INTS6",-0.00322286266624068
"Liver cancer","GALNT12",-0.00322286266624068
"Stomach cancer","CDK4",-0.00322287889857818
"Colorectal cancer","TMPRSS13",-0.00322442827051202
"Bile duct cancer","NR1I2",-0.00322492438484744
"Esophageal cancer","FASN",-0.0032256231523647
"Colorectal cancer","VAV3",-0.00322605883987519
"Colorectal cancer","PAK7",-0.0032262386183215
"Colorectal cancer","FAM3C",-0.0032262386183215
"Liver cancer","IRX1",-0.00322752143854997
"Stomach cancer","NFATC2",-0.00322778207270419
"Stomach cancer","LYPD3",-0.00322819262483973
"Colorectal cancer","RRAS2",-0.00322983229312594
"Stomach cancer","GUCA2B",-0.00322991489006909
"Stomach cancer","HLA-C",-0.00323038987048328
"Liver cancer","GTPBP4",-0.003231988886393
"Liver cancer","ARFIP2",-0.003231988886393
"Liver cancer","HSPG2",-0.003231988886393
"Liver cancer","CADM2",-0.003231988886393
"Liver cancer","BMP1",-0.003231988886393
"Liver cancer","WISP3",-0.003231988886393
"Liver cancer","MSX1",-0.003231988886393
"Liver cancer","BMX",-0.003231988886393
"Liver cancer","STRA13",-0.003231988886393
"Liver cancer","PRKCB",-0.003231988886393
"Liver cancer","FGA",-0.003231988886393
"Liver cancer","ACVR2A",-0.003231988886393
"Liver cancer","RETN",-0.003231988886393
"Liver cancer","GP6",-0.003231988886393
"Liver cancer","MAP3K9",-0.003231988886393
"Liver cancer","CSTB",-0.003231988886393
"Liver cancer","TYRO3",-0.003231988886393
"Liver cancer","COL12A1",-0.003231988886393
"Liver cancer","DEFA5",-0.003231988886393
"Liver cancer","MIR135B",-0.003231988886393
"Liver cancer","UNC5D",-0.003231988886393
"Esophageal cancer","AKT2",-0.00323207703376527
"Pancreatic Cancer","HMGA1",-0.00323312557876818
"Colorectal cancer","FLNC",-0.00323420986390683
"Colorectal cancer","XPO4",-0.00323420986390683
"Colorectal cancer","TFR2",-0.00323420986390683
"Colorectal cancer","STK40",-0.00323420986390683
"Stomach cancer","RB1",-0.00323536714592674
"Stomach cancer","ASAH1",-0.00323557112347432
"Liver cancer","TPM1",-0.00323639594967332
"Pancreatic Cancer","CSE1L",-0.00323648904805755
"Esophageal cancer","RNF43",-0.00323708631839835
"Esophageal cancer","HSF1",-0.00323730550895696
"Liver cancer","NR4A1",-0.00323815017073488
"Colorectal cancer","FGL1",-0.00323876451845969
"Pancreatic Cancer","SART3",-0.00323932372397465
"Pancreatic Cancer","FHL2",-0.00323936528245244
"Esophageal cancer","MLH3",-0.00324018244206704
"Pancreatic Cancer","TMEFF2",-0.00324128779601143
"Liver cancer","GSN",-0.00324159425179548
"Pancreatic Cancer","CHEK2",-0.00324216998377388
"Colorectal cancer","PTPN3",-0.0032425415361049
"Stomach cancer","AKR1B1",-0.00324267104144701
"Liver cancer","CRX",-0.00324290270099323
"Stomach cancer","ROCK2",-0.00324292421907828
"Liver cancer","RAP1B",-0.00324313058948292
"Colorectal cancer","NT5E",-0.00324343763993265
"Colorectal cancer","GOLGA5",-0.00324343763993265
"Colorectal cancer","BARX1",-0.00324343763993265
"Esophageal cancer","IGFBP7",-0.00324345499881022
"Esophageal cancer","NF2",-0.00324451225934679
"Colorectal cancer","FLNA",-0.00324486831187842
"Colorectal cancer","TEK",-0.0032461942491897
"Esophageal cancer","PMS1",-0.0032468493652281
"Liver cancer","WNT6",-0.00324737307085463
"Liver cancer","MSX2",-0.00324827210773649
"Esophageal cancer","ADA",-0.00324883180358476
"Stomach cancer","LAMA1",-0.00324933654803985
"Stomach cancer","NR5A2",-0.00325029096559345
"Esophageal cancer","CYP27B1",-0.00325030384617647
"Pancreatic Cancer","LAPTM4B",-0.00325145620123803
"Esophageal cancer","BTRC",-0.00325149227629639
"Stomach cancer","DGCR8",-0.00325181677633586
"Stomach cancer","IL13",-0.00325181677633586
"Liver cancer","ITGA2",-0.00325212739496632
"Esophageal cancer","ABO",-0.00325227802151159
"Liver cancer","TXNRD1",-0.00325231730771262
"Liver cancer","WNT3A",-0.0032523564094584
"Bile duct cancer","GAST",-0.00325294270151268
"Liver cancer","ALOX12",-0.0032530710430477
"Bile duct cancer","ATG7",-0.00325558932973935
"Colorectal cancer","WNT3",-0.00325581188828911
"Bile duct cancer","CYP2C9",-0.00325643647788355
"Stomach cancer","GARS",-0.00325683165108024
"Stomach cancer","IVD",-0.00325683165108024
"Liver cancer","DSC3",-0.00325715817272766
"Bile duct cancer","PALB2",-0.00325738756508741
"Bile duct cancer","MMP13",-0.003257427431461
"Liver cancer","DNASE1",-0.00325763815897924
"Esophageal cancer","CLDN3",-0.00325786067338637
"Esophageal cancer","CACYBP",-0.00325812207011711
"Stomach cancer","HSPA9",-0.0032586426938927
"Liver cancer","FOLR1",-0.00325915736471346
"Liver cancer","IQGAP1",-0.00325921359303875
"Stomach cancer","SCTR",-0.00325966273410135
"Liver cancer","ADCY10",-0.00326031721199079
"Colorectal cancer","GNLY",-0.00326065433364494
"Pancreatic Cancer","GPX3",-0.00326189574661026
"Liver cancer","GARS",-0.0032624838887499
"Colorectal cancer","GPRC5A",-0.00326364692162357
"Colorectal cancer","TSN",-0.00326364692162357
"Colorectal cancer","CLDN5",-0.00326419883991144
"Esophageal cancer","TNFRSF9",-0.00326439622131406
"Pancreatic Cancer","AKR1B1",-0.00326452438916653
"Liver cancer","MYH9",-0.00326548408830603
"Liver cancer","ITGB6",-0.00326548408830603
"Liver cancer","ST6GALNAC1",-0.00326574062623488
"Liver cancer","CHD5",-0.00326576410538536
"Esophageal cancer","SLC5A8",-0.00326638817695391
"Colorectal cancer","SMYD3",-0.00326674530907809
"Stomach cancer","CDC37",-0.00326756575930045
"Liver cancer","HAS2",-0.00326769777831959
"Liver cancer","EIF4E",-0.00326794895048849
"Liver cancer","PPA1",-0.00326852384631121
"Bile duct cancer","STAT3",-0.00326911823616668
"Stomach cancer","CHEK2",-0.00327015953956211
"Liver cancer","EMP1",-0.00327054533310905
"Liver cancer","PVR",-0.00327487959747321
"Liver cancer","NFATC2",-0.0032750401044185
"Liver cancer","MIR148A",-0.00327602874525473
"Pancreatic Cancer","CDK7",-0.00327698332292605
"Colorectal cancer","ASS1",-0.00327705054883443
"Colorectal cancer","RASA4",-0.00327705054883443
"Colorectal cancer","FOXF2",-0.00327705054883443
"Colorectal cancer","ELL",-0.00327705054883443
"Colorectal cancer","AIFM3",-0.00327705054883443
"Colorectal cancer","OLFM1",-0.00327705054883443
"Colorectal cancer","RPS6",-0.00327763383160215
"Stomach cancer","ARSA",-0.00327847416991706
"Colorectal cancer","LATS2",-0.00327847492032265
"Esophageal cancer","DCLK1",-0.00327864440612034
"Liver cancer","ATP7A",-0.00327954950402033
"Liver cancer","GUCA2A",-0.00327957381007956
"Esophageal cancer","GRPR",-0.00327991039796005
"Stomach cancer","CCR1",-0.00328225876473349
"Liver cancer","ERCC5",-0.0032837074092519
"Liver cancer","KLRK1",-0.00328450143079386
"Bile duct cancer","CD276",-0.0032847196622801
"Esophageal cancer","HIC1",-0.00328569058705229
"Bile duct cancer","NOX1",-0.00328786347336904
"Liver cancer","G3BP1",-0.00328833777456288
"Liver cancer","TRAM1",-0.00328927079729354
"Esophageal cancer","RRM2",-0.00329063729857549
"Liver cancer","ACTN4",-0.00329081297496413
"Colorectal cancer","PDCD1",-0.00329157235541142
"Liver cancer","TFPI",-0.00329232960132343
"Colorectal cancer","GSK3A",-0.00329393121555464
"Liver cancer","SOX9",-0.00329408079541259
"Stomach cancer","S100A14",-0.00329448799674795
"Liver cancer","B3GALT5",-0.00329531500945594
"Colorectal cancer","CRYL1",-0.00329535893101405
"Stomach cancer","TLE1",-0.00329568589826882
"Bile duct cancer","VTN",-0.00329672172731
"Esophageal cancer","ADIPOR2",-0.00329689164319407
"Liver cancer","CCR9",-0.00329837513906225
"Liver cancer","FZD8",-0.00329863927782828
"Pancreatic Cancer","BAX",-0.00329912389494436
"Colorectal cancer","NQO2",-0.00330019872507623
"Esophageal cancer","TEK",-0.00330129499255588
"Stomach cancer","BMPR2",-0.00330140320871852
"Stomach cancer","ITGB4",-0.00330303490906471
"Liver cancer","TYK2",-0.0033034512405169
"Liver cancer","MAP2K2",-0.00330370452871781
"Colorectal cancer","HIF1AN",-0.0033040659859994
"Stomach cancer","MAP1LC3A",-0.00330434635476137
"Colorectal cancer","RND1",-0.00330447508911281
"Liver cancer","CCNG2",-0.00330505957091036
"Esophageal cancer","KEAP1",-0.00330540956253367
"Colorectal cancer","MNX1",-0.00330589814464676
"Colorectal cancer","TFDP1",-0.00330751799885432
"Bile duct cancer","SSTR2",-0.00330753442155476
"Bile duct cancer","F10",-0.00330774839152941
"Stomach cancer","EEF1A1",-0.00330894964669908
"Bile duct cancer","LGALS4",-0.00330929580896649
"Colorectal cancer","KMT2C",-0.00330985592843556
"Colorectal cancer","LTB4R",-0.00331032222174249
"Stomach cancer","ESAM",-0.00331053335913627
"Stomach cancer","TNFRSF25",-0.00331426250066207
"Stomach cancer","TRAP1",-0.00331441936271487
"Liver cancer","ASCL2",-0.00331447761666858
"Colorectal cancer","PAK2",-0.00331551637359716
"Liver cancer","LOXL2",-0.00331559056602344
"Liver cancer","RRM1",-0.00331564481807612
"Colorectal cancer","SEMA3B",-0.00331617545867392
"Stomach cancer","YAP1",-0.00331720356518719
"Stomach cancer","CXCR2",-0.00331844609071383
"Pancreatic Cancer","MME",-0.00331999971587151
"Colorectal cancer","STMN2",-0.00332079421293346
"Esophageal cancer","AURKA",-0.00332092847804983
"Bile duct cancer","GSTP1",-0.00332171633007252
"Stomach cancer","CRP",-0.00332475187233686
"Esophageal cancer","CCL21",-0.00332625487709275
"Liver cancer","CD33",-0.00332799067211177
"Bile duct cancer","PAK1",-0.00332833235650544
"Liver cancer","HECA",-0.00332961520711255
"Stomach cancer","CDK9",-0.00332984257654384
"Colorectal cancer","S1PR2",-0.00333000642635537
"Liver cancer","SNCA",-0.00333031157210494
"Colorectal cancer","WHSC1L1",-0.00333034147235794
"Pancreatic Cancer","IL19",-0.00333039344343288
"Stomach cancer","RELB",-0.00333088266619762
"Esophageal cancer","MIP",-0.0033311696914126
"Stomach cancer","POMP",-0.00333118632811664
"Pancreatic Cancer","HDAC2",-0.00333213200743498
"Stomach cancer","GPS1",-0.00333293037875172
"Pancreatic Cancer","SRC",-0.00333326862534222
"Esophageal cancer","NOX4",-0.00333364767990514
"Liver cancer","TP63",-0.00333472869671738
"Colorectal cancer","RAD9A",-0.00333498863817404
"Esophageal cancer","CAD",-0.00333521805499787
"Esophageal cancer","EBP",-0.00333544946464759
"Liver cancer","MIR335",-0.00333572236342081
"Colorectal cancer","SKIL",-0.00333591633491142
"Liver cancer","EP300",-0.00333661804116548
"Liver cancer","TLR1",-0.00333661804116548
"Liver cancer","MUC17",-0.00333661804116548
"Liver cancer","RBP1",-0.00333661804116548
"Bile duct cancer","MALAT1",-0.00333771614411922
"Pancreatic Cancer","PKM",-0.00333795107972704
"Stomach cancer","SDC2",-0.0033385561770977
"Liver cancer","RARRES1",-0.00333952470353711
"Colorectal cancer","FPR1",-0.00333967646678152
"Liver cancer","ARNTL",-0.00334068189182031
"Bile duct cancer","JUN",-0.00334277138636016
"Pancreatic Cancer","UGT1A6",-0.00334413334885832
"Colorectal cancer","MMP1",-0.00334444165471761
"Stomach cancer","AKR1C1",-0.00334457422476968
"Pancreatic Cancer","ABCB11",-0.00334472564937997
"Colorectal cancer","TGM3",-0.00334520462424479
"Liver cancer","TRIT1",-0.00334563550420042
"Bile duct cancer","TIAM1",-0.00334587707624515
"Liver cancer","FBN2",-0.00335032179034897
"Liver cancer","KCNH2",-0.00335070650749759
"Liver cancer","GML",-0.00335075729488099
"Pancreatic Cancer","PML",-0.00335259092238116
"Liver cancer","DIABLO",-0.00335310583768981
"Colorectal cancer","SPINT2",-0.00335539488855069
"Liver cancer","HIC1",-0.00335601839238366
"Bile duct cancer","GPC1",-0.00335633565942545
"Esophageal cancer","COPS5",-0.00335704841398443
"Esophageal cancer","HNF1B",-0.0033573464999736
"Colorectal cancer","S100A7",-0.00335798072245376
"Esophageal cancer","MTDH",-0.00335858392966328
"Bile duct cancer","CCL5",-0.00335858849772672
"Pancreatic Cancer","PIP",-0.00335949541797153
"Colorectal cancer","SHE",-0.00336044483602074
"Colorectal cancer","CRIP1",-0.00336109441213348
"Colorectal cancer","FOXH1",-0.00336109441213348
"Esophageal cancer","ESAM",-0.00336141252698565
"Colorectal cancer","SS18",-0.00336170649548837
"Liver cancer","MMP10",-0.00336221731611345
"Bile duct cancer","CA2",-0.00336267587880597
"Pancreatic Cancer","UNC5B",-0.00336296988226307
"Bile duct cancer","PTH",-0.00336316460798786
"Bile duct cancer","IKBKB",-0.00336345102405304
"Esophageal cancer","PNPLA3",-0.00336345171015051
"Stomach cancer","SSTR3",-0.0033636525686345
"Colorectal cancer","MYCN",-0.0033637457534896
"Liver cancer","TEP1",-0.00336396973066989
"Colorectal cancer","CARD10",-0.00336734786469186
"Colorectal cancer","HAVCR2",-0.00336744177425816
"Pancreatic Cancer","STAT5A",-0.00336788058440621
"Stomach cancer","BTRC",-0.00336923773934834
"Liver cancer","RP1",-0.00337019974619443
"Liver cancer","WNT1",-0.00337087140511906
"Colorectal cancer","TUBB3",-0.00337100192141315
"Esophageal cancer","ARID1A",-0.00337100506669302
"Colorectal cancer","CLEC4D",-0.00337237196344573
"Pancreatic Cancer","ATP7B",-0.00337237842508496
"Pancreatic Cancer","PPP1R1B",-0.0033736105097621
"Colorectal cancer","S100A14",-0.00337457132583723
"Colorectal cancer","TNFRSF14",-0.00337553080054586
"Stomach cancer","KLF4",-0.00337605549945188
"Colorectal cancer","BAG4",-0.00337609404183161
"Esophageal cancer","MAT2A",-0.00337610277919353
"Liver cancer","EGLN3",-0.0033767565733819
"Liver cancer","PIGR",-0.0033767565733819
"Liver cancer","BCL2L10",-0.00337772109231015
"Colorectal cancer","ACOX1",-0.00337796195437198
"Colorectal cancer","MTA2",-0.00337829957376209
"Colorectal cancer","EEF1A2",-0.00337904062505852
"Colorectal cancer","SOX3",-0.00338396017804887
"Bile duct cancer","TLR9",-0.00338456095757012
"Esophageal cancer","NES",-0.00338457784937873
"Pancreatic Cancer","CLU",-0.00338500444938598
"Colorectal cancer","ASPM",-0.00338531000372903
"Pancreatic Cancer","MAPK14",-0.00338624673275207
"Bile duct cancer","ENO2",-0.00338661709374748
"Colorectal cancer","IFT88",-0.00338685133290925
"Colorectal cancer","PIK3R1",-0.00338692476492535
"Stomach cancer","ALOX5",-0.00338733763148812
"Colorectal cancer","SSTR1",-0.00338745891414124
"Stomach cancer","PIP",-0.00338942906979277
